image,style_id,baseline_edge_ssim,improved_edge_ssim,edge_ssim_delta,baseline_artifact_score,improved_artifact_score,artifact_score_delta,baseline_latency_ms,improved_latency_ms,latency_delta_ms
000000000139.jpg,hayao,0.3134,0.3133,-0.0001,0.0394,0.0605,0.0211,2360,2270,-90
000000000139.jpg,paprika,0.3639,0.3142,-0.0497,0.033,0.0554,0.0224,2329,2207,-122
000000000139.jpg,shinkai,0.3228,0.2932,-0.0296,0.031,0.0512,0.0202,2549,2774,225
